CHI	CHI	21127	21466	339	0.
CHI	CHI	46330	46590	260	0.
CHI	CHI	47740	48278	538	0.
CHI	CHI	50957	51132	175	0.
CHI	CHI	57877	58716	839	0.
CHI	CHI	59976	60122	146	0.
CHI	CHI	73429	73858	429	0.
CHI	CHI	84140	85110	970	0.
CHI	CHI	86010	86509	499	0.
CHI	CHI	111990	112863	873	0.
CHI	CHI	117665	117877	212	0.
CHI	CHI	139010	139320	310	0.
CHI	CHI	170070	170273	203	0.
CHI	CHI	171759	172264	505	0.
CHI	CHI	175198	175504	306	0.
CHI	CHI	176028	177075	1047	0.
CHI	CHI	177500	178419	919	0.
CHI	CHI	178674	179622	948	0.
CHI	CHI	181220	182627	1407	0.
CHI	CHI	182811	183542	731	0.
CHI	CHI	183778	185250	1472	0.
CHI	CHI	185750	186154	404	0.
CHI	CHI	190405	190731	326	0.
CHI	CHI	191499	191811	312	0.
CHI	CHI	198749	199419	670	0.
CHI	CHI	200207	200995	788	0.
CHI	CHI	204716	204863	147	0.
CHI	CHI	205283	206330	1047	0.
CHI	CHI	230566	231905	1339	0.
CHI	CHI	232490	233075	585	0.
CHI	CHI	233533	235584	2051	0.
CHI	CHI	249481	250127	646	0.
CHI	CHI	250509	250952	443	0.
CHI	CHI	252070	253514	1444	0.
CHI	CHI	273420	273603	183	0.
CHI	CHI	282570	282717	147	0.
FA1	FA1	69140	70806	1666	no, I gotta [: got to] go change your diaper.
FA1	FA1	75268	76146	878	mm-hm.
FA1	FA1	97863	99030	1167	sh.
FA1	FA1	261710	263995	2285	Jordan put her blankets back in her bed.
FA1	FA1	264811	267210	2399	she doesn't need all those blankets, they're gonna [: going to] get dirty here.
FA1	FA1	268075	269240	1165	put em [: them] back in her bed.
vcm@CHI	CHI	21127	21466	339	N
vcm@CHI	CHI	46330	46590	260	N
vcm@CHI	CHI	47740	48278	538	N
vcm@CHI	CHI	50957	51132	175	N
vcm@CHI	CHI	57877	58716	839	N
vcm@CHI	CHI	59976	60122	146	N
vcm@CHI	CHI	73429	73858	429	N
vcm@CHI	CHI	84140	85110	970	N
vcm@CHI	CHI	86010	86509	499	N
vcm@CHI	CHI	111990	112863	873	N
vcm@CHI	CHI	117665	117877	212	N
vcm@CHI	CHI	139010	139320	310	N
vcm@CHI	CHI	170070	170273	203	N
vcm@CHI	CHI	171759	172264	505	N
vcm@CHI	CHI	175198	175504	306	N
vcm@CHI	CHI	176028	177075	1047	N
vcm@CHI	CHI	177500	178419	919	N
vcm@CHI	CHI	178674	179622	948	N
vcm@CHI	CHI	181220	182627	1407	N
vcm@CHI	CHI	182811	183542	731	N
vcm@CHI	CHI	183778	185250	1472	N
vcm@CHI	CHI	185750	186154	404	N
vcm@CHI	CHI	190405	190731	326	N
vcm@CHI	CHI	191499	191811	312	N
vcm@CHI	CHI	198749	199419	670	N
vcm@CHI	CHI	200207	200995	788	N
vcm@CHI	CHI	204716	204863	147	N
vcm@CHI	CHI	205283	206330	1047	N
vcm@CHI	CHI	230566	231905	1339	N
vcm@CHI	CHI	232490	233075	585	N
vcm@CHI	CHI	233533	235584	2051	N
vcm@CHI	CHI	249481	250127	646	N
vcm@CHI	CHI	250509	250952	443	N
vcm@CHI	CHI	252070	253514	1444	N
vcm@CHI	CHI	273420	273603	183	N
vcm@CHI	CHI	282570	282717	147	N
xds@FA1	FA1	69140	70806	1666	C
xds@FA1	FA1	75268	76146	878	C
xds@FA1	FA1	97863	99030	1167	C
xds@FA1	FA1	261710	263995	2285	C
xds@FA1	FA1	264811	267210	2399	C
xds@FA1	FA1	268075	269240	1165	C
UC1	UC1	5300	6100	800	0.
UC1	UC1	8080	10088	2008	0.
UC1	UC1	10430	12300	1870	0.
UC1	UC1	12744	13944	1200	0.
UC1	UC1	16120	18300	2180	0.
UC1	UC1	19033	19655	622	0.
UC1	UC1	66537	69207	2670	0.
UC1	UC1	72037	74834	2797	0.
UC1	UC1	77050	78377	1327	0.
UC1	UC1	80584	84075	3491	0.
UC1	UC1	86113	87386	1273	0.
UC1	UC1	87797	89146	1349	0.
UC1	UC1	90627	92551	1924	0.
UC1	UC1	95712	98433	2721	0.
UC1	UC1	98962	101051	2089	0.
UC1	UC1	101710	102966	1256	0.
UC1	UC1	105075	105858	783	0.
UC1	UC1	106806	108202	1396	0.
UC1	UC1	109400	112210	2810	0.
UC1	UC1	113330	115075	1745	0.
UC1	UC1	115390	117263	1873	0.
UC1	UC1	117665	118749	1084	0.
UC1	UC1	119830	121367	1537	0.
UC1	UC1	122330	124042	1712	0.
UC1	UC1	125910	128740	2830	0.
UC1	UC1	131710	135170	3460	0.
UC1	UC1	135750	139310	3560	0.
UC1	UC1	140216	140971	755	0.
UC1	UC1	143415	146014	2599	0.
UC1	UC1	162551	163613	1062	0.
UC1	UC1	170806	171763	957	0.
UC1	UC1	182811	183990	1179	good boy!
UC1	UC1	213009	216499	3490	0.
UC1	UC1	217340	218056	716	0.
UC1	UC1	218530	221575	3045	0.
UC1	UC1	222028	222872	844	0.
UC1	UC1	223570	225334	1764	0.
UC1	UC1	267650	268254	604	0.
UC1	UC1	269540	270400	860	0.
UC1	UC1	271108	271377	269	0.
UC1	UC1	271890	273090	1200	0.
UC1	UC1	273770	274212	442	0.
UC1	UC1	274584	275023	439	0.
UC1	UC1	275650	277061	1411	0.
UC1	UC1	278990	280443	1453	0.
UC1	UC1	281316	282349	1033	0.
UC1	UC1	285830	288386	2556	0.
UC1	UC1	293415	294533	1118	0.
UC1	UC1	295004	295674	670	0.
UC1	UC1	297693	299382	1689	0.
xds@UC1	UC1	5300	6100	800	U
xds@UC1	UC1	8080	10088	2008	U
xds@UC1	UC1	10430	12300	1870	U
xds@UC1	UC1	12744	13944	1200	U
xds@UC1	UC1	16120	18300	2180	U
